text,label
"Aaj Tezpur ke paas ek road mein ek jagah road ka texture bilkul changed tha, stone chips exposed the, grip was poor in rain, unsafe stretch clearly #TextureChange",road_damage
"Silapathar ke relief camp mein ek baby ka janm hua, ASHA worker ne delivery karayi, maa aur bache dono theek hain, life goes on even in floods #BabyBorn",flood
"Golaghat bypass pe construction thodi pehle ek jagah incomplete rahi aur barish ke paani ne base erode kar diya, ab 15 feet ka ditch hai road pe #IncompletConstruction",pothole
"Aaj Sivasagar mein Rang Ghar ke paas baitha tha aur soch raha tha ki yahan 500 saal pehle Ahom king ne bhi aise baitha hoga, history ko touch karne ka feel #TimeTravel",none
"Digboi ke paas ek jungle stretch pe ek sloth bear aur uske 2 cubs road cross kar rahe the, drivers ne patience rakhke unhe cross karne diya, bahut responsible tha #SlothBear",animal
"Aaj Dibrugarh pe ek local football match dekha, young players they but energy excellent tha, sports infrastructure is the need of the hour in NE India #LocalSports",none
Hailakandi mein paani ka star bahut zyada badhta ja raha hai aur NDRF teams ko abhi tak adequate resources nahi mile hain for rescue #HailakandiFl,flood
"Aaj Dibrugarh pe annual function ke din pura town mein traffic was crazy, 4 schools ka function ek hi din, parents sab ek waqt pe traffic pe the #AnnualFunctionJam",traffic
"Aaj Bihu dance classes join ki hain finally, pehle 10 min mein hi 3 baar gira hoon but teacher patience wali hai, 3 months mein seekhna hai #BihuLearner",none
"Diphu mein ek peacock ki pair regular cross karti hai ek particular road pe every evening, locals ne naam bhi rakh diya unka, tourist attraction ban gaya hai almost #PeacockPair",animal
"Dibrugarh ke paas ek river otter spotted ki gayi road ke kinare, Dihing Patkai area mein wildlife presence ka indicator hai yeh #RiverOtter",animal
"Gohpur town mein Sunday market ki wajah se poori road close hoti hai unofficially kyunki vendors road pe aa jaate hain, administration ko system banana chahiye #MarketBlockage",traffic
Dibrugarh town mein college road pe itne gaddhe hain ki students ko roz ek obstacle course se guzarna padta hai. Fees leni ho toh time pe lelo but roads theek karna baad mein #Education,pothole
"Sivasagar mein ek SUV driver drunk tha raat ko aur ek divider se takra ke baad ghayal ho gaya, breathalyzer pe 3x limit se zyada aaya, arrested at spot #DrunkDriver",accident
"Lumding railway junction ke paas ek car railway crossing pe phas gayi jab gateman ne phatak band kar diya, train guzi lekin bahut close tha, bahut bhaag gaye the #RailwayCrossing",accident
"North Lakhimpur se Majuli ferry jaate waqt ek badi anaconda-type saamp road pe mili, poori traffic ruk gayi, forest department ne 30 minute baad aake pakdi #SnakeOnRoad",animal
"Aaj Guwahati pe Bhelatiya area mein jaate waqt ek deep pothole mein wheel ghusa aur gaadi jhatke se ruk gayi, peeche waali ne brake liye, chain reaction avoid hua #NearMiss",pothole
"Haflong hill road pe ek bada billi (jungle cat type) road cross kar rahi thi, sab car wale ruke, koi beep nahi kiya, billi apni speed se gayi, sabne saans liya #WildCatSighting",animal
"Barpeta road ke ek section pe road marking bilkul faded hain, no center line, no lane markings, raat ko especially dangerous driving conditions hain #FadedMarkings",road_damage
"Aaj Dibrugarh airport road pe ek cab driver phone pe baat karte karte saamne ki car mein ghus gaya, halka damage but koi injury nahi. Mobile use while driving band karo #MobileAccident",accident
"Nagaon mein ek private school mein paani ghusne ki wajah se computers kharab ho gaye, insurance nahi tha school ke paas, lakhs ka nuksaan #SchoolFloodDamage",flood
Aaj Dispur pe heavy rain mein Secretariat road pe knee-deep paani tha. Capital city mein yeh haal hai toh state ka kya haal hoga #AssamCapitalFails,flood
"Dibrugarh mein ek factory worker ke group ki motorcycle group ne ek pedestrian ko raat ko mara, industrial area mein lights nahi thi, serious negligence #DarkRoadAccident",accident
"Barpeta Satra mein gaya tha, vaishnavite culture ka centre, itni shanti thi wahan ki phone khud se pocket mein chali gayi #Barpeta",none
"Guwahati se Shillong ke raste pe jo views milte hain wo seriously ek alag hi duniya hai, clouds ke neeche road pe drive karna, kuch nahi hai iske barabar #MeghalayaViews",none
"Tinsukia-Makum route pe ek road construction ka kaam chal raha hai aur single lane kar di hai, 3 km ka jam roz subah aur shaam #ConstructionJam",traffic
"Jorhat tea festival ka pehla din tha aaj, itni variety thi chai ki samajh nahi aaya kaun si try karun. In the end teen types li aur sab behatreen thi #TeaFestival",none
"Morigaon ke paas ek road jahan regular truck traffic hai wahan road edges crumble ho rahe hain har truck ke pass karne ke baad, structural integrity compromised #EdgeCrumbling",road_damage
"Majuli island pe ek strange bird (koi rare migratory species lagti thi) road pe baithi thi aur uda nahi rahi thi. Kai log ruke, ek aadmi uthake lado mein chhodne gaya #RareBird",animal
"Guwahati mein Zoo gaya tha aaj, one-horned rhino ke saamne bahut der tak khada raha, powerful animal hai, respect abhi bhi bahut zyada aata hai #ZooVisit",none
"Dima Hasao mein flood aur landslide combo aya hai, ek village mein 3 log laapataa hain, search operation chal raha hai forest terrain mein #SearchOperation",flood
"Silchar mein ek Manipuri dance performance dekhi, Ras Leela style, itna finesse tha har movement mein ki applause ke baad bhi sab chup the reverence mein #ManipuriDance",none
"Jorhat ke ek locality mein ek narrow road pe do sides parking ki wajah se sirf ek car ki width bachi hai, but dono directions ka traffic hai, daily standoff #NarrowParkingJam",traffic
Sivasagar ke paas Demow stretch pe road itni rough hai ki bike chalane ke baad haath dard karte hain. Ek ghante mein 30 km bhi nahi hote properly #RoadCondition,pothole
"Aaj Dibrugarh ke paas ek eco-resort mein gaya tha, jungle stay, no wifi, meals from garden, fireflies at night - charging experience for modern tired soul #EcoResort",none
"Guwahati mein ek locality association ne khud pump out kiya basement ka paani, municipal truck ka wait 8 ghante karke chhor diya #LocalSolution",flood
"Sivasagar mein ek gaon ke paas rat snake ka ek bada specimen road pe dekha gaya, 7 feet approx, kisi ne bhi disturb nahi kiya, snake moved away on its own #RatSnake",animal
"Kohima highway se Guwahati aate waqt ek stretch pe roads condition normal thi, but phir ek dam Assam border cross karte hi haalat badal gayi, stark contrast tha #BorderContrast",pothole
"Bhai aaj NH-44 pe ek aisa khadda mila ki meri gaadi ke tyre almost phoot gaye, suspension toh gaya hi samjho. Kitni baar complain karein @NHAI_Official kuch karte kyun nahi 😤 #PotholeAlert",pothole
"Nalbari mein ek entire block ke 40 gaon se communication cut off ho gaya hai, road aur mobile tower dono flood mein doob gaye #Isolated",flood
"Tinsukia mein Dihing river ke paas ke gaon mein is baar 3rd baar in same season evacuation ho raha hai, log thak gaye hain baar baar uthne se #ThirdEvacuation",flood
"Jorhat mein ek hospital ke paas chauffeurs apni gaadi road pe khadhi kar dete hain patients wait karte waqt, resulting mein doctor's colony road narrow ho gayi #HospitalParkingJam",traffic
"Jorhat mein ek school van overloaded thi aur speed breaker pe itni jhatke se gayi ki ek bacha andar se gira aur haath mein chot aayi, driver against FIR darz hui #SchoolVanAccident",accident
"Guwahati mein ek road jo 3 saal pehle bani thi woh already mein pothole se bhar gayi hai, material quality terrible tha clearly, no accountability #3YearOldRoadFail",road_damage
"Lakhimpur mein ek animal rescue team chal rahi hai flood mein, livestock ko doobne se bacha rahe hain, unsung heroes hain yeh sab #AnimalRescue",flood
"Morigaon mein aaj public ne road ka ek section khud repair kiya bamboo aur mud se, sarkari kaam wait karte karte thak gaye, dignity ki baat hai yeh #PublicRepair",pothole
"Pathsala town pe school timing pe 3 schools ek hi road pe hain aur teeno ke drop-pick time overlap karta hai, management bekar hai #SchoolZoneJam",traffic
"Lakhimpur mein ek local dhaba pe mera favorite recipe tha, pork with bamboo shoot, simple dish but unforgettable flavour, yeh toh sirf NE India mein milega #NorthEastFood",none
"Nagaon mein Haibargaon bypass pe car ne school ke bahar ek bacha ko brush kiya, kuch nahi hua bacche ko but parents mein anger tha, school ke bahar slow down karo drivers #ChildSafety",accident
"Aaj Guwahati ke outskirts mein ek small herd of gaur dekha gaya hai, unusual sighting close to city, DFO ne alert jaari kiya hai aur vehicles pe speed restriction #GaurNearCity",animal
"Dibrugarh mein Mancotta road pe ek pedestrian ko car ne thok diya jo khud ka fault nahi tha, woh ek side chal raha tha. Aage Mao hospital mein admit hai #PedestrianAccident",accident
"Aaj Assam ke ek village mein ek traditional weaving workshop dekhi, kamar kama ke kamar band teri pehle - traditional loom pe kaam karte log fascinating tha #WeavingCulture",none
"Golaghat highway stretch pe ek biker ki raat mein visibility kam hone ki wajah se ek parki hui truck se takkar ho gayi, dark area mein bina reflector truck ka #NightAccident",accident
Baksa district mein 40-50 villages isliye isolated ho gaye hain kyunki connect karne waale sabhi raaste paani mein dub gaye hain. Food supply crisis #AssamFlood,flood
"Aaj Jorhat tea estate ke andar barking deer ki pair dekhi road pe, estate workers ne gently shooed them back into trees, regular visitors hain yeh #BarkingDeer",animal
"Aaj Guwahati mein Brahmaputra ke kinare ek poetry reading ka event tha, local poets, Assamese aur English dono mein, very intimate and beautiful event #PoetryGuwahati",none
"Haflong mein ek sharabi driver raat ko hill road pe chal raha tha aur ek curve pe railing torte hue gira khayee mein, rescue took 6 hours due to terrain #HillFall",accident
"Diphu tribal area mein ek important road jis se 5 gaon connect hote hain woh 40% damage level pe hai, but reconstruction budget allocated nahin gaya abhi bhi #TribalAccessDamage",road_damage
"Guwahati mein Lokhra area mein ek bridge under construction hai so one bridge is being used for both directions, creates bottleneck every peak hour #BridgeConstructionJam",traffic
"Lakhimpur mein ek bhains ne hospital road pe apna adda bana liya hai, roz subah wahan baithi milti hai. Auto wale bhi isse bachke jaate hain, almost local celebrity ban gayi hai #BuffaloRoad",animal
"Aaj Hojai-Lumding route pe ek bade monkey group ne car ka bonnet jump karke side gaye, ek ne wiper bhi chhin liya, pure talent thi uski #MonkeyTalent",animal
"Guwahati mein Uzanbazar ferry ghat ke paas peak time pe rickshaw, auto, car, cycle sab ek saath hain, koi lane nahi maanta, chaos ki poori definition hai wahan #FerryGhatJam",traffic
"Biswanath-Chariali pe flood waters slow ho rahe hain, local volunteers road clear karne mein lage hain, sarkari kaam ka wait karte karte lo ne khud kar liya #VolunteerWork",flood
"Diphu area mein ek porcupine road pe raat ko spotted hua, car ke headlights mein spines clearly visible the, sab ne photography ki, porcupine ne safely crossed #Porcupine",animal
"Numbaligarh highway pe ek drunken driver ki gaadi raat ke 2 baje road se neeche utri, khayee mein gayi, driver khud call karke help maanga, miracle tha woh #DrunkDrive",accident
"Udalguri mein school teacher ne khud boat se students ke ghar gaye aur unhe flood mein safe rehne ka guidance diya, real hero yeh teacher hain #TeacherHero",flood
"Dibrugarh ke paas ek bridge pe ek support beam ke connection bolts loose ho gaye hain, shaking feel aata hai jab heavy vehicle jaata hai, inspection immediate chahiye #BeamLoose",road_damage
"Silchar-Aizawl national highway pe paanch jagah road ki top layer uthke chhil gayi hai, concrete exposed ho gaya hai, tyre ke liye dangerous hai aur fix karne mein 1 year lega shayad #NHDamage",road_damage
"Aaj Duliajan oil town mein dekha ki ek car ka front axle toot gaya pothole mein. Owner bahut gussa tha, sahi bhi hai, yeh government ki zimmedaari hai #CarDamage",pothole
"Rangapara-Tezpur route pe baarish ke din visibility bhi kam hoti hai aur traffic bhi barhta hai, combination deadly hota hai kaafi baar, road pe bahut risk #RainTraffic",traffic
"Lakhimpur road pe ek leopard cat spotted hua jo domestic cat se thoda bada hota hai, wildlfe photograph har roz koi sighting share karta hai is road ka #LeopardCat",animal
"Golaghat bypass ka haal dekh ke lagta hai koi survey bhi nahi hua kabhi. Bade bade patthar road ke beech mein hain, tyre khatam, suspension khatam #AllKhatam",pothole
"Rangapara ke paas tea garden mein ek leopard dekha gaya, sab villagers alert pe hain aur road se baad mein jaana lag raha hai sabko #LeopardAlert",animal
"Aaj Lakhimpur mein ek old culvert jo road ke neeche tha woh collapse kar gaya, road ka ek section dhaas gaya suddenly, 2 vehicles almost fell in #CulvertCollapse",road_damage
"Morigaon-Jagiroad highway pe ek jagah ek 80 feet section complete gone hai, technically road nahi hai wahan, sirf mud track hai #RoadGone",road_damage
Nagaon bypass pe aaj ek lorry apni lane se bahar aayi aur dono directions ka traffic rok diya for 20 min. Lorry driver ka attitude dekh ke aaya gussa #LorryBlock,traffic
"Silchar mein Meherpur signal pe ek auto ne side se ek scooter ko touch kiya, scooter wala gira aur haath mein chot aayi. Traffic jam ban gaya baad mein #MinorAccident",accident
"Kokrajhar near border area mein ek loaded tractor ki steering rod tooti, ghante bhar no rescue, ek person ko 8 km walk kar ke help laani padi #RemoteAccident",accident
"Ledo coal mining road pe itna load hai trucks ka ki road ka toh pooch mat. Maintenance zero, gaddhe unlimited, drivers ke dil pe roz ek aur scar #Ledo",pothole
"Kamrup mein aaj ek speeding car ne biker ko highway pe takkar maari, biker ko critical condition mein Gauhati Medical College le jaaya gaya #RoadAccident",accident
Tezpur ke paas Bharali river overflow ho gayi aur Bhalukpong highway ka ek section paani mein hai. Arunachal jaane wale log route check kar lein #HighwayAlert,flood
"Aaj ek Assamese movie dekhi, 'Village Rockstars' ki baat alag thi yar, itni simple story par itni gehraai thi usme, proud hoon yaar Assamese cinema pe #AssamFilm",none
"Biswanath Chariali mein ek construction crane se load neeche utarwate waqt crane ne road block kiya for loading, 45 min interruption, planning bilkul nahi tha #CraneBlock",traffic
Charaideo district ke remote areas mein flood relief pahunchana is liye mushkil hai kyunki sab raaste paani mein doobe hain #RemoteFlood,flood
"Baksa district mein villages ko connect karne waali road ki haalat dekh ke aata hai rona. Funds aate hain, ribbon kata ta hai, saal bhar baad same condition #FundsWasted",pothole
"Kaziranga ke corridor ke paas aaj teen gaadindar ki speed ke wajah se ek hiran ko leg injury aayi, log gusse mein hain. Speed limit really implement karo #AnimalSafety",animal
Tinsukia mein Digboi road pe ek car driver ne galti se brake ki jagah accelerator daab diya aur roadside shop mein ghus gaya. Dukaan wala bahut kismati wala tha #AccidentAlert,accident
"Jorhat mein tea garden wali road pe bandar ka jhund regular traffic rok leta hai, specially jab koi khaana le ke ja raha ho. Aaj ek didi ka poora breakfast chhin liya #MonkeyMenace",animal
"Haflong hill road pe ek jagah landslide aayi aaur road ka ek section baah gaya, repair nahi hua, manual jo path hai woh bhi dangerous hai #LandslideDamage",road_damage
"Lakhimpur mein ek railway crossing pe ek car train se touch hua kyunki gate was closing but car driver ne rush kiya, car door torn off, driver alive by miracle #TrainNearMiss",accident
"Dibrugarh mein Moran road ka ek hissa puri tarah pani mein doob gaya hai, traffic dono taraf se divert kiya gaya hai, alternate route pe bhi jam hai #Dibrugarh",flood
"Aaj ek dost ne mujhe Assamese paan diya, proper banarasi nahi local wala, flavor was totally different, good different, local culture appreciate karo guys #LocalFlavors",none
"Nagaon mein ek early morning milk delivery time pe milk vans aur school vans ka clash hoti hai, ek junction pe roz ek mini-jam, predictable ya fixable hai yeh #MilkSchoolJam",traffic
"Aaj Assam mein pehli baar saw a traditional boat race on river, it was spontaneous, not a competition, just village guys showing off, and they were amazing #BoatRace",none
"Tezpur ke Mission chariali pe evening ka rush hour ek roz khatam nahi hota lagta. College wale bahar nikle, market wale aa gaye, sab ek sath ek road pe #TezpurRush",traffic
"Kamrup rural mein ek school bus jaate waqt raste mein ek python tha, children ne dekha, sab ne yell kiya, driver ne bus door close kiya aur phir slowly guzra #PythonOnRoad",animal
"Dhubri ke paas ek mini bus ka wiper fail ho gaya baarish mein aur driver visibility ke bina driving karta raha, result - divider se takkar, 6 passengers injured #WeatherAccident",accident
"Tinsukia mein ek ola-uber surge aaya tha ek event ke din aur kaafi cabs road pe dhoondh rahi thi customers ko, slow traffic in 2 km area #CabCrowdJam",traffic
"Kokrajhar ke Manas sanctuary border ke paas ek herd of gaur (Indian bison) road cross kar rahe the, absolute unit animals they, traffic waited 20 full minutes #GaurHerd",animal
"Jorhat mein ek elderly couple refuse kar raha tha ghar chhodni ki flood mein, NDRF team ne 4 ghante persuasion ke baad finally nikala unhe #ElderlyEvacuation",flood
"Aaj Dibrugarh ka Dum Dum park visit kiya tha picnic ke liye, tea garden me baithe, clear blue sky, this is what simple happiness looks like #TeaGardenPicnic",none
"Dibrugarh tea garden ke andar ek road pe asphalt completely sun gaya hai aur loose ho gaya hai, jaese chura ho, gaadi chalana feels like driving on sand #AsphaltDisintegration",road_damage
"Aaj Guwahati mein subway ke neeche waali road flood ho gayi aur do cars stranded ho gayi, owners kya karein samajh nahi aa raha tha #SubwayFlood",flood
"Guwahati mein Fatasil Ambari area mein prayer time pe road near mosque blocks hoti hai every Friday, koi designated parking lane nahi, public frustration #FridayJam",traffic
"Kamrup mein ek road bridge ke paas aaj flood water road pe aa gaya hai, officially warning diya gaya hai log avoid karein but diversion kahan jaayenge #FloodWarning",flood
Jorhat tarali chowk pe aaj subah signal fail hua aur 30 minute ke andar ek kilometer tak jam lag gayi. Traffic police aayi 40 min baad jab sab kuch self-manage ho gaya tha #SignalFail,traffic
"Sivasagar mein Nazira se aate waqt ek section pe road literally floating thi, neeche se saari support gayi thi, flapping thi road when pressed #FloatingRoad",pothole
"Haflong ke paas ek spotted deer road pe thi, sunset ke waqt, absolutely surreal scene tha, photo mili amazing, traffic ne 5 min voluntarily ruka tha #SpottedDeer",animal
Sivasagar mein low-lying areas mein log doosri baar is season ghar chodne pe majboor hue hain. Relief camp mein conditions thik nahi hain #ReliefCamp,flood
"Jorhat tea estate road pe heavy vehicles ban hai officially par enforce nahi hota, daily cement trucks wahan se jaate hain aur road barbad karti jaati hai #UnenorcedBan",pothole
"Nalbari district mein ek gaon se doosre gaon ki kacha road pe so many gaddhe ki bullock cart bhi struggle karta hai, 21st century mein yeh haal #RuralRoads",pothole
"Majuli trip plan kar raha hoon next month, koi local guide suggest kar sakta hai? First time jaana hai aur poori tarah experience karna chahta hoon #MajuliTravel",none
"Aaj Guwahati mein Overbridge ke neeche ek biker ki gaadi kharab ho gayi aur woh middle mein khada tha, ek ghante tak traffic slow tha, repair wala dhoondta raha #BikerBreakdown",traffic
Morigaon-Nagaon highway stretch pe roz shaam 5-7 baje ek tractor ki wajah se jam hota hai jo middle lane pe chhak chhak chalta hai bina signal ke #TractorJam,traffic
"Goalpara mein ek tractor ki load-bearing chain tooti aur backet peeche girti gayi, road pe ek pedestrian ko lagi, fracture aayi, serious hai #TractorAccident",accident
"Jorhat town mein ek school time pe van driver ne overloaded van chalai, 3 extra kids squeeze kiye the inside, police ne roka toh 2 bachu rone lage fright mein #OverloadedVan",accident
"Aaj Silchar mein dekha ki ek gaadi mein ek infant koi seat nahi pe bitha ke chal raha tha, cop ne roka, parents ko samjhaya, child safety violation #ChildSafety",accident
"Kamrup mein ek pagoda tha jahan Maine gaya tha, Buddhist-Assamese fusion architecture thi, itna peaceful environment tha, want to go back soon #AssamBuddhist",none
"Aaj Guwahati Bypass (NH-27) pe bike se office ja raha tha, ek pothole se bachne gaya toh doosre mein ghus gaya. Road pe maze khelna pad raha hai ab #GuwahatiTraffic",pothole
"Morigaon mein ek garbage truck driver ne rear view mirror check nahi kiya aur reversing mein ek parked bike ko crush kar diya, no injury but bike gone #GarbageTruckCrush",accident
"Tinsukia ke paas Dehing Patkai pe ek gibbon family roadside tree pe dekha gaya, unhe dekh ke sab ruk gaye, proper wildlife corridor hona chahiye yahaan #Gibbon",animal
"Hojai town mein ek crossing pe lights kaam nahi kar rahi thi aaj subah aur koi traffic police bhi nahi tha, result - total anarchy ki situation #NoTrafficPolice",traffic
"Aaj Guwahati mein Fancy Bazaar se Paltan Bazaar walk kiya, interesting contrast hai dono ka, ek traditional ek modern, dono apne aap mein beautiful #GuwahatiWalk",none
"Bherjan Borajan sanctuary ke paas ek road pe ek gharial (crocodilian) seen kiya gaya hai, flood waters ki wajah se displaced tha shayad, forest team ne shifted #Gharial",animal
"Nalbari mein ek weekly haat bazaar pe road pe hi vendors baith jaate hain aur ek ek lane road practically single track ho jaati hai, enforcement zero hai #HaatJam",traffic
"Guwahati mein Paltan Bazaar ke paas ek e-rickshaw ne signal todke ek pedestrian ko hit kiya, pedestrian ko 2 toot gaye haath, e-rickshaw driver fleeing tha #ErickshawHit",accident
"Goalpara-Dhubri highway pe ek old culvert ke upar ki road completely cave ho gayi hai. Ek truck andar gir gaya tha last week, ab bhi wahan same condition hai #CulvertCollapse",road_damage
"Guwahati mein Jayanagar colony ke paas ek petrol pump ka queue evening mein road pe tak phaila rehta hai, hazardous combination hai rush hour ke saath #PetrolQueue",traffic
"Aaj Sivasagar mein ek mela ki wajah se poori town mein parking unavailable thi, log 2 km door se chal ke aaye, yeh event management ki failure hai #MelaTraffic",traffic
"Aaj Basistha temple pe subah aarti mein gaya tha, 5 baje ki aarti mein ek alag hi mahaul tha, chants aur incense aur nadi ki awaaz, peaceful #BasisthaMoments",none
"Guwahati mein Bypass road pe ek car ka tyre ek pothole mein phasa aur gaadi spin karti rahi, fortunately koi nahi tha saamne warna bahut badi baat hoti #PotholeAccident",accident
"Sibsagar ke Demow road pe ek teenage biker ne overtake karte waqt control khoya aur divider se takra gaya. Helmet nahi tha, condition serious hai doctor ne bataya #NoHelmet",accident
"North Lakhimpur mein Brahmaputra nadi erosion ne road ki foundation ko slowly kha liya hai, road ka edge river ki taraf shift ho raha hai har saal #ErosionDamage",road_damage
"Nagaon bypass pe ek overpass ke neeche ek storm drain toot gaya hai aur paani road ke foundation mein ja raha hai, yeh katastrofic hoga agar repair nahi kiya #FoundationDamage",road_damage
Baksa district ke Howly town mein sugar mill ka season shuru hua aur sugarcane trucks ne road pe kabza kar liya effectively #SugarcaneTraffic,traffic
"Halflong hill station ke paas ek tourist vehicle ki speed over limit thi aur ek curve pe control lost, 2 tourists minor injuries, local driver arrested #TouristAccident",accident
"Biswanath Chariali mein ek community garden project shuru hua hai, local women managing it, vegetables for local school, circular economy at small scale #CommunityGarden",none
Lakhimpur district ke Subansiri riverside road pe ek jagah itna bada pothole tha ki usme ek cycle fully anda ho gayi thi. Locals ne khud patthar rakh ke band kiya #LocalFix,pothole
"Guwahati mein ek road pe ek side ke sewer pipes purane hain aur leaked pipe ne road foundation mein paani bhar diya hai, road surface is literally soft in patches #SewerLeakRoad",road_damage
"Hailakandi ke paas ek road retaining wall crack aayi hai, wall jo road ko hillside pe rok ke rakhti hai, agar wall gayi toh road bhi gayi #RetainingWallCrack",road_damage
"Tezpur ke ek old bungalow ko heritage property mein convert kiya gaya hai, beautiful restoration tha, tea, books, garden - perfect getaway from city chaos #HeritageStay",none
"Bongaigaon town mein Main Road pe ek nale ka dhakkan toot gaya tha aur usme cycle wala bhai andar ghus gaya, bahut mushkil se bahar nikala #DrainageIssue",flood
"Silapathar town mein raat ko bhi traffic hoti hai kyunki log ek ek do adjacent towns se kaam ke baad wapas aate hain, ek late market bhi hai, complete chaos #NightTraffic",traffic
"Aaj Guwahati mein pehle ghante ki baarish mein Noonmati area mein road knee deep pani se bhar gayi, aur government ke pooch ke baar baar bolte hain drainage improved hai #DrainageLie",flood
"Golaghat ke paas ek black bear dekha gaya early morning road pe, driver ne car rokhi aur bear wapas jungle mein chala gaya, no standoff tha #BlackBear",animal
"Nagaon mein ek road pe multiple locations pe visible honeycombing hai concrete mein, compaction nahi kiya gaya tha construction mein, premature failure hogi #HoneycombConcrete",road_damage
"Golaghat highway mein ek bridge pe paanch jagah longitudinal cracks hain, engineer ne ek report diya 2 saal pehle but action zero, ek din kuch hoga #BridgeCracks",road_damage
"Morigaon district mein kuch roads ki condition isiliye kharab rehti hai kyunki contractor aur official dono ek hi pariwar ke hain, investigation chahiye #Corruption",pothole
Bhai Tezpur city mein Mission Chariali se Napaam road tak ka stretch total gone case hai. Auto wale bhi zyada fare le rahe hain 'rough road' bolke #TezpurProblems,pothole
"Guwahati mein NH-27 ke ek bridge pe ek span mein visible deflection aa gayi hai jab heavy vehicles cross karte hain, bridge engineers ko immediate inspection karni chahiye #BridgeDeflection",road_damage
"Digboi mein ek old British-era building ke paas photo shoot kiya, colonial architecture ko yahan dekh ke ajeeb feelings aati hain mixed #DigboiHeritage",none
"Guwahati mein Basistha road pe ek bada saand (bull) divider pe let gaya aur kisi ki maa ki himmat nahi thi use hatane ki, 1 ghante baad khud utha aur chala gaya #BullBlock",animal
"Sibsagar mein Sibasagar Lake Road ke baad wali stretch complete disaster hai, bike chalana feel hota hai ki koi shaking machine mein hoon #SibsagarLakeRoad",pothole
"Makum-Margherita stretch pe coal trucks ki wajah se road bilkul barbad ho gayi hai. Ek bhi smooth km nahi milta is route pe, serious reconstruction chahiye #CoalBelt",pothole
"Jorhat mein ek estate road pe ek pied hornbill dekha gaya, itna colorful tha ki birds watcher community excited ho gayi, multiple people aaye photoshoot ko #HornbillSighting",animal
Pathsala town mein school ke saamne wali road pe bade bade pothole hain aur roz bachchon ko in se bachke school jaana padta hai. Koi seedha complain kahan karein #ParentsConcern,pothole
"Majuli island pe ek extremely rare adjutant stork pair road pe land ki, kisi ne disturbance nahi macha, sab ne distance se photos liye #AdjutantStork",animal
"Silapathar mein ek old tribal museum mein gaya tha, artifacts itne rare the, history ka ek chhupa hua dimension tha jahan pe koi nahi jaata #HiddenHistory",none
"Bongaigaon mein ek charitable trust ne relief camp mein 500 families ko 3 din se khana de raha hai, government relief abhi tak nahi pahuncha wahaan #NGORelief",flood
"Aaj Hojai ke paas highway pe dekha ki ek road section pe jo patch kiya gaya tha woh pura uthke alag ho gaya hai, neeche se asphalt bind nahi kiya tha properly #BadPatch",road_damage
"Biswanath Chariali mein aaj ek park fully submerged ho gaya baarish ke baad. Children playground se khel rahe hain paani mein, risk bahut hai #ChildSafety",flood
"Silapathar ke paas river bank road pe ek mugger crocodile road tak aa gayi thi, locals ne patthar maar ke wapas pani mein bheja, bahut hi scary scene tha woh #CrocodileVisit",animal
"Silchar se ek video aaya jisme ek family ne khud banaaya rafting raft aur usi se nikal gaye, jugaad at its best #FloodJugaad",flood
"Aaj Diphu mein fuel shortage ki wajah se petrol pump pe gaadion ki line 500m tak thi, us line ki wajah se road bhi block thi, double trouble #FuelShortageJam",traffic
Aaj subah Guwahati se Nagaon jaate waqt GS Road pe bike ka front wheel ek bade khadde mein gaya aur main almost gir gaya. Chot nahi lagi thankfully but bahut dara tha #RoadSafety,pothole
"Dima Hasao district mein landslide ke saath flood double problem ban gaya hai, kuch areas mein communication cut off ho gaya hai #DoubleDisaster",flood
"Hailakandi mein Jiribam-Silchar highway aur town road jo connect karti hai wahan roz shaam ko jam lagti hai, alternate route plan karo #Hailakandi",traffic
"Aaj Guwahati mein Bhangagarh road pe ek covered drain ka dhakkan toot gaya tha aur darken hole bilkul road pe tha, night mein dekh ke dil baith gaya #DrainCoverGone",pothole
"Majuli island pe monsoon mein yahi hota hai - ghar ke andar pani, bahar river, mandir dooba, sab dooba. World's largest river island aur yeh haal #MajuliInDanger",flood
"Assam mein baarish ka sezon shuru ho gaya hai aur smell of first rain on dry soil is just something else, petrichor kuch alag level ki hai yahan #MonsoonVibes",none
"Bongaigaon mein ek bada road project ka pehla phase complete hua, public ne phir bola contractor ne same old quality kaam kiya hai, same cycle repeat hoga #InfraQuality",pothole
"Majuli island pe road ki haalat toh pehle se hi kharab hai, upar se baarish mein ferry route bhi affect hota hai. Connectivity issue serious hai yahan #Majuli",pothole
"Barpeta mein ek water supply truck ki pipeline se leak tha aur road pe woh paani bahut tha, traffic slow ho gayi kyunki log bachke ja rahe the #WaterLeakJam",traffic
"Goalpara toll gate ke paas aaj se new timing lagu hui aur logon ko pata nahi tha, sab ek saath pehunch gaye aur 2 km ki queue ban gayi, system upgrade chahiye #TollJam",traffic
"Guwahati mein ek naya flyover bana tha jisse traffic improve hogi lekin ab flyover ke neeche ka traffic double ho gaya hai, net zero improvement #FlyoverFail",traffic
"Jorhat airport road pe aaj itna paani tha ki haath se paanv nahi dikh raha tha. Ek SUV bhi phas gayi wahan, driver ko bahar nikalna pada #Waterlogging",flood
"Lakhimpur mein ek elephant corridor road pe flag hai aur phir bhi log fast drive karte hain, ek incident hua recently jisme elephant ne ek car ko dent kiya #ElephantCorridor",animal
